name,num
마늘,33
양파,27
돼지감자,24
비타민,23
여주,22
차,21
채소,16
홍삼,15
단백질,13
현미,13
시금치,12
즙,11
두릅,10
땅콩,10
미네랄,10
우유,10
콩,10
팥,10
천연,8
청국장,8
마,7
비트,7
생선,7
생식,7
잡곡밥,7
장,7
토마토,7
호박,7
효소,7
곡물,6
껍질,6
나트륨,6
두부,6
블루베리,6
새싹,6
섬유질,6
양배추,6
오메가,6
유제품,6
칼슘,6
당근,5
브로콜리,5
야채,5
영지버섯,5
곡류,4
귀리,4
산삼,4
자색,4
치즈,4
칼륨,4
콩류,4
피망,4
