name,num
차,39
칼륨,36
비트,30
채소,30
양파,26
나트륨,21
마늘,20
과일,18
비타민,15
즙,14
영양제,12
현미,12
메밀,11
시금치,11
토마토,11
불포화지방산,9
섬유,9
식이,9
오메가,9
물,8
배,8
부추,8
칼슘,8
김치,7
녹두,7
단백질,7
버섯,7
호박,7
더덕,6
생선,6
천연,6
표고버섯,6
해조류,6
당근,5
미역,5
신선,5
야채,5
육류,5
치즈,5
콩,5
고구마,4
귤,4
등푸른생선,4
마그네슘,4
바나나,4
발효,4
베타인,4
삼,4
영지버섯,4
저염식,4
항산화,4
홍삼,4
