name,num
비타민,57
칼슘,26
영양제,25
녹차,20
딸기,19
사과,19
샐러리,17
시금치,17
우유,17
채소,16
섬유질,15
양파,15
차,15
도토리묵,13
단백질,12
과일,11
폴리스,10
옥수수,9
귤,7
유산균,7
치즈,7
커피,7
항산화,7
유제품,6
무기질,5
연근,5
메밀,4
아몬드,4
오메가,4
플라보노이드,4
